,#1 String,#2 String,label
9604,"Microsoft will seek to simplify creation of BizTalk applications by tying it more tightly to its flagship development tool, Visual Studio.Net.","The software maker is seeking to simplify creation of BizTalk applications by tying it more tightly to its flagship development tool, Visual Studio.Net.",1
1606,Belgium said yesterday that it has decided to scrap a war crimes law used to launch cases against President Bush and Prime Minister Ariel Sharon of Israel.,"Songs can be burned to CDs, but the same playlist can only be burned up to five times - Apple's puts the limit at ten burns.",0
9210,The tech-heavy Nasdaq composite index shot up 5.7 percent for the week.,"The Nasdaq composite index advanced 20.59, or 1.3 percent, to 1,616.50, after gaining 5.7 percent last week.",1
2715,"Parrado's aunt believes her nephew, who has served a prison sentence in Cuba, will be persecuted if he is repatriated.","Maria Parrado believes her nephew, who served a 12-year prison sentence in Cuba after being arrested in Cuban waters, will be persecuted if he is sent back there.",1
4755,I was surprised it turned out me talking and the president just listening.,"""I was surprised it turned out me talking and the president just listening . . . It was mostly a monologue.""",1
1659,He also drove in a run on a groundout against Franklin in the fifth.,He drove in another run in the fifth inning on a groundout.,1
1446,"A landslide in central Chungchong province derailed a Seoul-bound train and 28 passengers were injured, television said.","In central Chungchong province, a landslide caused a Seoul-bound Saemaeul Express train to derail, injuring 28 people, local television said.",1
9689,Microsoft said Tuesday it intends to acquire the intellectual property and technology assets of Romanian antivirus firm GeCAD Software Srl.,Their election increases the board from seven people to nine.,0
1020,Laos's second most important export destination - said it was consulting EU member states ''with a view to taking appropriate action if necessary'' on the matter.,"The $22 million deal, announced Thursday, is also the largest land conservation transaction in Hawaii history.",0
705,"As such, consumers want to easily enjoy this content, regardless of the source, across different devices and locations in the home, said the group.","He told the Register: ""I still want to be the candidate for guys with Confederate flags in their pickup trucks.""",0
3595,"""We're a quiet, peaceful town of 862 people and nothing ever happens,"" said Carolyn Greene Bennett, Cedar Grove's town recorder.","The router will be available in the first quarter of 2004 and will cost around $200, the company said.",0
1866,"The company posted a profit of $54.3 million, or 22 cents per share, in the year-ago period.","But to see those pages, users would be required by Amazon to register, and Amazon plans to limit the amount of any single book a customer can view.",0
6004,"The addition of the house shooting expands the investigation area east by two miles, with the police now examining a seven-mile section of the freeway.","Some state lawmakers say they remain hopeful Bush will sign it, though they acknowledge pressure on the governor to do otherwise.",0
3132,"But Davis adviser Roger Salazar said the governor's focus is on his job, not the recall petition.",Secretary of State Colin Powell last week ruled out a non-aggression treaty.,0
2998,"The pictures were taken late Tuesday and early Wednesday as the as the planet made its closest pass by Earth in 60,000 years.","During 2001 and 2002, Morgenthau said, wire transfers from just four of Beacon Hill's 40 accounts totaled more than $3.2 billion.",0
2122,"A 114-year-old Japanese woman who just weeks ago assumed the title of the world's oldest person died today, a Hiroshima official said.",Executive recruiters say that finding a seasoned chief merchandising officer will perhaps be the trickiest of all hires because there is such a dearth of good ones.,0
2574,"The company has reached agreement on the terms for buying the paper division of the Dutch office supplies group Buhrmann, the largest paper distributor in Europe.","Fighting has continued sporadically in the west, where it is complicated by the presence of battle-hardened Liberians on both sides.",0
9392,To examine the uranium enrichment program -- ElBaradei's priority -- the IAEA says it must inspect facilities that are not officially declared as nuclear sites.,"However, to verify Iran's claims about its controversial uranium-enrichment program, the IAEA says it must inspect facilities that are not officially declared as nuclear sites.",1
1921,"He said sales of grocery and other consumer packaged products are the strongest, but discretionary items are still weak.",Potter added that sales of grocery and other consumer packaged products are the strongest but sales of discretionary items such as decorative accessories are still weak.,1
6392,"In addition, David Jones will pay him $10 million to take over the Foodchain leases.","At a news conference on Staten Island, U.S. Attorney Roslynn Mauskopf announced she would be taking over the probe from District Attorney William Murphy.",0
10733,"The Standard & Poor's 500 index rose 11.14, or 1.2 percent, to 931.41.""","She said in 2003, not one American state had an obesity level less than 15 percent of the population.",0
5746,"""His progress is steady, he is stable,"" said Dr Jack.",Roberts said his committee was briefed about a week ago about the likelihood of a major attack in Saudi Arabia.,0
1419,"If the subsidies are not repealed, the European Union is threatening trade sanctions against the United States.",The European Union is threatening trade sanctions unless the subsidies are repealed.,1
7281,"The boy fired once into a wall and sprayed the room with fire extinguishers, making it hard to see, the chief said.","The teen was in surgery at Sacred Heart Medical Center, and the extent of his injuries was not available, Bragdon said.",0
3372,"Bombardier and Embraer will each deliver 85 jets by September 2006, U.S. Airways said in a release.",The Bombardier and Embraer aircraft will be delivered to U.S. Airways by September 2006.,1
4718,"In its quarter ended May 30, Adobe earned $64.25 million, or 27 cents a share.","Even later in life, he was still cashing in: lately, he earned money by calling fans on the telephone with the service www.HollywoodIsCalling.com.",0
